Ensembl_gene_id Gene_name2 Omim_inheritance
ENSG00000113889 KNG1 AR
ENSG00000127241 MASP1 AR
ENSG00000145012 LPP AD
ENSG00000073282 TP63 AD
ENSG00000090530 LEPREL1 AR
ENSG00000163347 CLDN1 AR
ENSG00000113946 CLDN16 AR
ENSG00000152492 CCDC50 AD
ENSG00000114279 FGF12 AD
ENSG00000198836 OPA1 AD,AR,Mi
ENSG00000072274 TFRC AR
ENSG00000161217 PCYT1A AR
ENSG00000163961 RNF168 AR
ENSG00000174007 CEP19 AR
ENSG00000145016 KIAA0226 AR
ENSG00000182899 RPL35A AD
ENSG00000131127 ZNF141 AR
ENSG00000174227 PIGG AR
ENSG00000133256 PDE6B AD,AR
ENSG00000145217 SLC26A1 AR
ENSG00000127415 IDUA AR
ENSG00000163945 UVSSA AR
ENSG00000068078 FGFR3 AD,AR
ENSG00000185818 NAT8L AR
ENSG00000087266 SH3BP2 AD
ENSG00000087274 ADD1 Mu
ENSG00000197386 HTT AD
ENSG00000175920 DOK7 AR
ENSG00000163956 LRPAP1 AR
ENSG00000163132 MSX1 AD
ENSG00000173040 EVC2 AD,AR
ENSG00000072840 EVC AD,AR
ENSG00000109501 WFS1 AD,AR
ENSG00000215612 HMX1 AR
ENSG00000109667 SLC2A9 AD,AR
ENSG00000169676 DRD5 AD,IC
ENSG00000157869 RAB28 AR
ENSG00000109705 NKX3-2 AR
ENSG00000048342 CC2D2A AR
ENSG00000007062 PROM1 AD,AR
ENSG00000169762 TAPT1 AR
ENSG00000151552 QDPR AR
ENSG00000109618 SEPSECS AR
ENSG00000157765 SLC34A2 AR
ENSG00000168214 RBPJ AD
ENSG00000157796 WDR19 AR
ENSG00000121897 LIAS AR
ENSG00000154277 UCHL1 AR
ENSG00000109132 PHOX2B AD
ENSG00000215203 GRXCR1 AR
ENSG00000151806 GUF1 AR
ENSG00000151834 GABRA2 Mu
ENSG00000163288 GABRB1 AD
ENSG00000163069 SGCB AR
ENSG00000109220 CHIC2 AD
ENSG00000134853 PDGFRA IC,Smu
ENSG00000157404 KIT AD,IC,Smu
ENSG00000128052 KDR AD
ENSG00000128039 SRD5A3 AR
ENSG00000134851 TMEM165 AR
ENSG00000174799 CEP135 AR
ENSG00000174780 SRP72 AD
ENSG00000163453 IGFBP7 AR
ENSG00000205678 TECRL AR
ENSG00000109163 GNRHR AR
ENSG00000171195 MUC7 AD
ENSG00000178522 AMBN AR
ENSG00000132464 ENAM AD,AR
ENSG00000080493 SLC4A4 AR
ENSG00000081051 AFP AD,AR
ENSG00000174792 C4orf26 AR
ENSG00000138760 SCARB2 AR
ENSG00000169288 MRPL1 Mi
ENSG00000138759 FRAS1 AR
ENSG00000163297 ANTXR2 AR
ENSG00000152784 PRDM8 AR
ENSG00000138675 FGF5 AR
ENSG00000152795 HNRNPDL AD
ENSG00000173085 COQ2 AD,AR
ENSG00000163319 MRPS18C Mi
ENSG00000152591 DSPP AD
ENSG00000152592 DMP1 AR
ENSG00000118777 ABCG2 AD
ENSG00000255072 PIGY AR
ENSG00000145335 SNCA AD
ENSG00000152208 GRID2 AR
ENSG00000163104 SMARCAD1 AD
ENSG00000138696 BMPR1B AD,AR
ENSG00000196616 ADH1B Mu
ENSG00000248144 ADH1C IC,Mu
ENSG00000145331 TRMT10A AR
ENSG00000138823 MTTP AD,AR
ENSG00000138821 SLC39A8 AR
ENSG00000109320 NFKB1 AD
ENSG00000109323 MANBA AR
ENSG00000145354 CISD2 AR
ENSG00000138778 CENPE AR
ENSG00000169836 TACR3 AR
ENSG00000138777 PPA2 AR
ENSG00000145348 TBCK AR
ENSG00000164022 AIMP1 AR
ENSG00000155016 CYP2U1 AR
ENSG00000138796 HADH AR
ENSG00000188517 COL25A1 AR
ENSG00000205403 CFI AD,AR
ENSG00000183423 LRIT3 AR
ENSG00000164093 PITX2 AD
ENSG00000174720 LARP7 AR
ENSG00000145362 ANK2 AD
ENSG00000164099 PRSS12 AR
ENSG00000150961 SEC24D AR
ENSG00000172399 MYOZ2 AD
ENSG00000138738 PRDM5 AR
ENSG00000164111 ANXA5 AD
ENSG00000138686 BBS7 AR
ENSG00000138741 TRPC3 AD
ENSG00000138684 IL21 AR
ENSG00000181004 BBS12 AR
ENSG00000145375 SPATA5 AR
ENSG00000196159 FAT4 AR
ENSG00000142731 PLK4 AR
ENSG00000164073 MFSD8 AR
ENSG00000172007 RAB33B AR
ENSG00000109424 UCP1 AD,Mu,AR
ENSG00000151611 MMAA AR
ENSG00000151617 EDNRA AD
ENSG00000151623 NR3C2 AD
ENSG00000198589 LRBA AR
ENSG00000181541 MAB21L2 AD,AR
ENSG00000109654 TRIM2 AR
ENSG00000137462 TLR2 AD
ENSG00000171564 FGB AR
ENSG00000171560 FGA AD,AR
ENSG00000171557 FGG AR
ENSG00000121207 LRAT AR
ENSG00000164116 GUCY1A3 AR
ENSG00000171503 ETFDH AR
ENSG00000052802 MSMO1 AR
ENSG00000038295 TLL1 AD
ENSG00000137601 NEK1 AR,DR
ENSG00000164120 HPGD AR
ENSG00000150630 VEGFC AD
ENSG00000038002 AGA AR
ENSG00000218336 TENM3 AR
ENSG00000168538 TRAPPC11 AR
ENSG00000164306 PRIMPOL AD
ENSG00000151729 SLC25A4 AD,AR,Mi
ENSG00000109775 UFSP2 AD
ENSG00000145476 CYP4V2 AR
ENSG00000164344 KLKB1 AR
ENSG00000073578 SDHA AD,AR,Mi
ENSG00000066230 SLC9A3 AR
ENSG00000174358 SLC6A19 AD,AR,DR
ENSG00000164362 TERT AD,AR
ENSG00000142319 SLC6A3 AR
ENSG00000171421 MRPL36 Mi
ENSG00000145494 NDUFS6 AR,Mi,XLD,XL
ENSG00000037474 NSUN2 AR
ENSG00000124275 MTRR AR
ENSG00000150753 CCT5 AR
ENSG00000038382 TRIO AD
ENSG00000154124 FAM105B AR
ENSG00000154122 ANKH AD
ENSG00000154153 FAM134B AR
ENSG00000164175 SLC45A2 AR
ENSG00000242110 AMACR AR
ENSG00000168724 DNAJC21 AR
ENSG00000113494 PRLR AD
ENSG00000168685 IL7R AR
ENSG00000152620 NADK2 AR
ENSG00000079215 SLC1A3 AD
ENSG00000164190 NIPBL AD
ENSG00000197603 C5orf42 AR
ENSG00000113569 NUP155 AR
ENSG00000168621 GDNF AD
ENSG00000113594 LIFR AR
ENSG00000145623 OSMR AD
ENSG00000112964 GHR AD,AR
ENSG00000112992 NNT AR
ENSG00000070193 FGF10 AD
ENSG00000112996 MRPS30 Mi
ENSG00000164588 HCN1 AD
ENSG00000164171 ITGA2 AD
ENSG00000164172 MOCS2 AR
ENSG00000164258 NDUFS4 AR,Mi,XLD,XL
ENSG00000169271 HSPB3 AD
ENSG00000152669 CCNO AR
ENSG00000164509 IL31RA AD
ENSG00000095015 MAP3K1 AD
ENSG00000113448 PDE4D AD
ENSG00000049167 ERCC8 AR
ENSG00000164182 NDUFAF2 AR,Mi,XLD,XL
ENSG00000130449 ZSWIM6 AD
ENSG00000068796 KIF2A AD
ENSG00000178394 HTR1A AD
ENSG00000145675 PIK3R1 AD,AR
ENSG00000134056 MRPS36 Mi
ENSG00000152939 MARVELD2 AR
ENSG00000197822 OCLN AR
ENSG00000205571 SMN2 AR
ENSG00000172062 SMN1 AR
ENSG00000131844 MCCC2 AR
ENSG00000164326 CARTPT AD,Mu,AR
ENSG00000113048 MRPS27 Mi
ENSG00000049860 HEXB AR
ENSG00000113163 COL4A3BP AD
ENSG00000113231 PDE8B AD
ENSG00000132842 AP3B1 AR
ENSG00000113273 ARSB AR
ENSG00000132837 DMGDH AR
ENSG00000228716 DHFR AR
ENSG00000113318 MSH3 AR
ENSG00000152422 XRCC4 AR
ENSG00000038427 VCAN AD
ENSG00000145715 RASA1 AD
ENSG00000081189 MEF2C AD
ENSG00000164199 GPR98 AD,AR,DD
ENSG00000175745 NR2F1 AD
ENSG00000198677 TTC37 AR
ENSG00000175426 PCSK1 IC
ENSG00000153113 CAST AR
ENSG00000164209 SLC25A46 AR
ENSG00000134982 APC AD
ENSG00000133835 HSD17B4 AR
ENSG00000113083 LOX AD
ENSG00000061455 PRDM6 AD
ENSG00000168944 CEP120 AR
ENSG00000164904 ALDH7A1 AR
ENSG00000113368 LMNB1 AD
ENSG00000145794 MEGF10 AR
ENSG00000138829 FBN2 AD
ENSG00000169567 HINT1 AR
ENSG00000186687 LYRM7 AR,Mi
ENSG00000072682 P4HA2 AD
ENSG00000131435 PDLIM4 AD
ENSG00000197375 SLC22A5 AR
ENSG00000169194 IL13 AD
ENSG00000164405 UQCRQ AR,Mi
ENSG00000072364 AFF4 AD
ENSG00000152700 SAR1B AR
ENSG00000069011 PITX1 AD
ENSG00000120708 TGFBI AD
ENSG00000146021 KLHL3 AD,AR
ENSG00000120729 MYOT AD
ENSG00000132563 REEP2 AD,AR
ENSG00000113013 HSPA9 AD,AR
ENSG00000044115 CTNNA1 AD
ENSG00000120725 SIL1 AR
ENSG00000280987 None AD
ENSG00000184584 TMEM173 AD
ENSG00000185129 PURA AD
ENSG00000131495 NDUFA2 AR,Mi
ENSG00000170445 HARS AD,AR
ENSG00000112855 HARS2 AR
ENSG00000131504 DIAPH1 AD,AR
ENSG00000187678 SPRY4 AD
ENSG00000113580 NR3C1 AD
ENSG00000204928 GRXCR2 AR
ENSG00000133706 LARS AR
ENSG00000091010 POU4F3 AD
ENSG00000156475 PPP2R2B AD
ENSG00000164266 SPINK1 AD,AR
ENSG00000164265 SCGB3A2 AD
ENSG00000133710 SPINK5 AD,AR
ENSG00000145868 FBXO38 AD
ENSG00000169252 ADRB2 AD,Mu,AR
ENSG00000169247 SH3TC2 AD,AR
ENSG00000155846 PPARGC1B AD,Mu,AR
ENSG00000155850 SLC26A2 AR
ENSG00000182578 CSF1R AD
ENSG00000113721 PDGFRB AD
ENSG00000070814 TCOF1 AD
ENSG00000070614 NDST1 AR
ENSG00000196743 GM2A AR
ENSG00000186335 SLC36A2 AD,AR,DR
ENSG00000113140 SPARC AR
ENSG00000145888 GLRA1 AD,AR
ENSG00000082515 MRPL22 Mi
ENSG00000170624 SGCD AR
ENSG00000113249 HAVCR1 AD
ENSG00000113263 ITK AR
ENSG00000172548 NIPAL4 AR
ENSG00000113302 IL12B AR
ENSG00000022355 GABRA1 AD
ENSG00000113327 GABRG2 AD
ENSG00000072571 HMMR AD
ENSG00000113643 RARS AR
ENSG00000134516 DOCK2 AR
ENSG00000168269 FOXI1 AR
ENSG00000145936 KCNMB1 AD
ENSG00000174705 SH3PXD2B AR
ENSG00000183072 NKX2-5 AD
ENSG00000120149 MSX2 AD
ENSG00000074317 SNCB AD
ENSG00000165671 NSD1 AD
ENSG00000131183 SLC34A1 AD,AR
ENSG00000131187 F12 AD,AR
ENSG00000183258 DDX41 AD
ENSG00000027847 B4GALT7 AR
ENSG00000175325 PROP1 AR
ENSG00000145912 NHP2 AR
ENSG00000113262 GRM6 AR
ENSG00000087116 ADAMTS2 AR
ENSG00000213316 LTC4S AR
ENSG00000161011 SQSTM1 AD,AR
ENSG00000037280 FLT4 AD
ENSG00000054598 FOXC1 AD
ENSG00000124570 SERPINB6 AR
ENSG00000124588 NQO2 AD
ENSG00000137267 TUBB2A AD
ENSG00000137285 TUBB2B AD
ENSG00000214113 LYRM4 AR
ENSG00000145982 FARS2 AR
ENSG00000124491 F13A1 AD,AR
ENSG00000096696 DSP AD,AR
ENSG00000137203 TFAP2A AD
ENSG00000111846 GCNT2 AD,AR
ENSG00000111837 MAK AR
ENSG00000124827 GCM2 AD
ENSG00000078401 EDN1 AD,AR
ENSG00000145979 TBC1D7 AR
ENSG00000050393 MCUR1 Mi
ENSG00000047579 DTNBP1 AR
ENSG00000124788 ATXN1 AD
ENSG00000187566 NHLRC1 AR
ENSG00000137364 TPMT AR
ENSG00000145996 CDKAL1 AD
ENSG00000146038 DCDC2 AR
ENSG00000112294 ALDH5A1 AR
ENSG00000137261 KIAA0319 AD
ENSG00000111802 TDP2 AR
ENSG00000111913 FAM65B AR
ENSG00000124564 SLC17A3 AD
ENSG00000010704 HFE AD,AR
ENSG00000204701 OR2J3 AD
ENSG00000204655 MOG AD
ENSG00000204632 HLA-G AD
ENSG00000204568 MRPS18B Mi
ENSG00000196230 TUBB AD
ENSG00000137411 VARS2 AR
ENSG00000204539 CDSN AD,AR
ENSG00000204525 HLA-C Mu
ENSG00000234745 HLA-B Mu
ENSG00000204511 MCCD1 Mi
ENSG00000232810 TNF AD
ENSG00000204386 NEU1 AR
ENSG00000166278 C2 AR
ENSG00000243649 CFB AD
ENSG00000204351 SKIV2L AR
ENSG00000244731 C4A AR
ENSG00000231852 CYP21A2 AR
ENSG00000168477 TNXB AD,AR
ENSG00000196126 HLA-DRB1 IC,Mu
ENSG00000196735 HLA-DQA1 Mu,AR
ENSG00000179344 HLA-DQB1 AD,Mu,AR
ENSG00000204267 TAP2 AR
ENSG00000204264 PSMB8 AR
ENSG00000168394 TAP1 AR
ENSG00000204248 COL11A2 AD,AR
ENSG00000231925 TAPBP AR
ENSG00000197283 SYNGAP1 AD
ENSG00000096433 ITPR3 AR
ENSG00000137288 UQCC2 AR,Mi
ENSG00000161904 LEMD2 AR
ENSG00000137309 HMGA1 AD
ENSG00000124614 RPS10 AD
ENSG00000112039 FANCE AR
ENSG00000112041 TULP1 AR
ENSG00000197753 LHFPL5 AR
ENSG00000112053 SLC26A8 AD
ENSG00000180316 PNPLA1 AR
ENSG00000137409 MTCH1 Mi
ENSG00000124615 MOCS1 AR
ENSG00000095970 TREM2 AR
ENSG00000048545 GUCA1A AD
ENSG00000048544 MRPS10 Mi
ENSG00000112619 PRPH2 AD,AR
ENSG00000124713 GNMT AR
ENSG00000124587 PEX6 AR
ENSG00000112640 PPP2R5D AD
ENSG00000044090 CUL7 AR
ENSG00000112651 MRPL2 Mi
ENSG00000171453 POLR1C AR
ENSG00000170734 POLH AR
ENSG00000096080 MRPS18A Mi
ENSG00000180992 MRPL14 Mi
ENSG00000124608 AARS2 AR
ENSG00000124813 RUNX2 AD
ENSG00000112782 CLIC5 AR
ENSG00000146070 PLA2G7 AD
ENSG00000146085 MUT AR
ENSG00000112077 RHAG AD,AR
ENSG00000008196 TFAP2B AD
ENSG00000170927 PKHD1 AR
ENSG00000096093 EFHC1 AD
ENSG00000112144 ICK AR
ENSG00000012660 ELOVL5 AD
ENSG00000001084 GCLC AR
ENSG00000151914 DST AR
ENSG00000112210 RAB23 AR
ENSG00000168216 LMBRD1 AR
ENSG00000112280 COL9A1 AD
ENSG00000203908 KHDC3L AR
ENSG00000135297 MTO1 AR,Mi
ENSG00000119899 SLC17A5 AR
ENSG00000196586 MYO6 AD,AR
ENSG00000112706 IMPG1 AD
ENSG00000118402 ELOVL4 AD,AR
ENSG00000083123 BCKDHB AR
ENSG00000013375 PGM3 AR
ENSG00000203877 RIPPLY2 AR
ENSG00000135324 MRAP2 AD
ENSG00000112837 TBX18 AD
ENSG00000135318 NT5E AR
ENSG00000135317 SNX14 AR
ENSG00000164414 SLC35A1 AR
ENSG00000146282 RARS2 AR
ENSG00000135341 MAP3K7 AD
ENSG00000123545 NDUFAF4 AR,Mi,XLD,XL
ENSG00000112234 FBXL4 AR,Mi
ENSG00000112246 SIM1 AD,Mu,AR
ENSG00000164418 GRIK2 AR
ENSG00000085382 HACE1 AR
ENSG00000112276 BVES AR
ENSG00000130347 RTN4IP1 AR
ENSG00000164494 PDSS2 AR
ENSG00000112320 SOBP AR
ENSG00000025796 SEC63 AD
ENSG00000081087 OSTM1 AR
ENSG00000135535 CD164 AD
ENSG00000112365 ZBTB24 AR
ENSG00000112367 FIG4 AD,AR
ENSG00000056972 TRAF3IP2 AR
ENSG00000112761 WISP3 AR
ENSG00000112769 LAMA4 AD
ENSG00000123500 COL10A1 AD
ENSG00000240050 RP1-93H18.1 AR
ENSG00000189241 TSPYL1 AR
ENSG00000185002 RFX6 AR
ENSG00000153989 NUS1 AR
ENSG00000198523 PLN AD
ENSG00000111877 MCM9 AR
ENSG00000152661 GJA1 AD,AR
ENSG00000186439 TRDN AR
ENSG00000196569 LAMA2 AR
ENSG00000118520 ARG1 AR
ENSG00000112282 MED23 AR
ENSG00000197594 ENPP1 AD,Mu,AR
ENSG00000112319 EYA4 AD
ENSG00000135541 AHI1 AR
ENSG00000112357 PEX7 AR
ENSG00000027697 IFNGR1 AD,AR
ENSG00000118503 TNFAIP3 AD
ENSG00000164442 CITED2 AD
ENSG00000112414 GPR126 AR
ENSG00000010818 HIVEP2 AD
ENSG00000034693 PEX3 AR
ENSG00000135604 STX11 AR
ENSG00000112425 EPM2A AR
ENSG00000152822 GRM1 AR
ENSG00000055208 TAB2 AD
ENSG00000009765 IYD AR
ENSG00000155906 RMND1 AR
ENSG00000091831 ESR1 AD,AR
ENSG00000131018 SYNE1 AD,AR
ENSG00000049618 ARID1B AD
ENSG00000122335 SERAC1 AR
ENSG00000130363 RSPH3 AR
ENSG00000120437 ACAT2 IC
ENSG00000112110 MRPL18 Mi
ENSG00000122194 PLG AR
ENSG00000185345 PARK2 AR
ENSG00000112541 PDE10A AD,AR
ENSG00000164458 T AD,AR
ENSG00000060762 MPC1 AR,Mi
ENSG00000026297 RNASET2 AR
ENSG00000112562 SMOC2 AR
ENSG00000130023 ERMARD AD
ENSG00000112592 TBP AD,IC,Mu
ENSG00000177706 FAM20C AR
ENSG00000164818 HEATR2 AR
ENSG00000106009 BRAT1 AR
ENSG00000198286 CARD11 AD,AR
ENSG00000242802 AP5Z1 AR
ENSG00000075624 ACTB AD
ENSG00000011275 RNF216 AR
ENSG00000122512 PMS2 AR
ENSG00000214960 ISPD AR
ENSG00000122691 TWIST1 AD
ENSG00000105877 DNAH11 AR
ENSG00000136244 IL6 AD,Mu,AR
ENSG00000122591 FAM126A AR
ENSG00000122550 KLHL7 AD
ENSG00000156928 MALSU1 Mi
ENSG00000105928 DFNA5 AD
ENSG00000172115 CYCS AD
ENSG00000086300 SNX10 AR
ENSG00000105996 HOXA2 AD,AR
ENSG00000005073 HOXA11 AD
ENSG00000106031 HOXA13 AD
ENSG00000106080 FKBP14 AR
ENSG00000106105 GARS AD
ENSG00000106341 PPP1R17 AD
ENSG00000122643 NT5C3A AR
ENSG00000164610 RP9 AD
ENSG00000122507 BBS9 AR
ENSG00000164619 BMPER AR
ENSG00000011426 ANLN AD
ENSG00000086288 NME8 AR
ENSG00000106483 SFRP4 AR
ENSG00000106536 POU6F2 AD,Smu
ENSG00000065883 CDK13 AD
ENSG00000168303 MPLKIP AR
ENSG00000175600 SUGCT AR
ENSG00000106571 GLI3 AD
ENSG00000106591 MRPL32 Mi
ENSG00000106605 BLVRA AD,AR
ENSG00000062582 MRPS24 Mi
ENSG00000164708 PGAM2 AR
ENSG00000106633 GCK AD
ENSG00000105953 OGDH AR
ENSG00000136280 CCM2 AD
ENSG00000164742 ADCY1 AR
ENSG00000158683 PKD1L1 AR
ENSG00000185811 IKZF1 AD
ENSG00000132437 DDC AR
ENSG00000146648 EGFR AR
ENSG00000239789 MRPS17 Mi
ENSG00000146733 PSPH AR
ENSG00000169919 GUSB AR
ENSG00000126522 ASL AR
ENSG00000243335 KCTD7 AR
ENSG00000126524 SBDS AR
ENSG00000158321 AUTS2 AD
ENSG00000049540 ELN AD
ENSG00000158517 NCF1 AR
ENSG00000127946 HIP1 AD
ENSG00000127948 POR AR
ENSG00000146701 MDH2 AR
ENSG00000106211 HSPB1 AD
ENSG00000135218 CD36 AR
ENSG00000019991 HGF AR
ENSG00000186472 PCLO AR
ENSG00000170381 SEMA3E AD
ENSG00000075213 SEMA3A AD
ENSG00000005471 ABCB4 AD,AR
ENSG00000001631 KRIT1 AD
ENSG00000157259 GATAD1 AR
ENSG00000127980 PEX1 AR
ENSG00000105810 CDK6 AR
ENSG00000205413 SAMD9 AD,AR
ENSG00000177409 SAMD9L AD
ENSG00000004948 CALCR AD
ENSG00000164692 COL1A2 AD,AR
ENSG00000127990 SGCE AD
ENSG00000004864 SLC25A13 AR
ENSG00000105880 DLX5 AR
ENSG00000070669 ASNS AR
ENSG00000106258 CYP3A5 Mu
ENSG00000221838 AP4M1 AR
ENSG00000106290 TAF6 AR
ENSG00000066923 STAG3 AR
ENSG00000106327 TFR2 AR
ENSG00000196411 EPHB4 AD
ENSG00000106366 SERPINE1 AD,AR
ENSG00000106367 AP1S1 AR
ENSG00000106397 PLOD3 AR
ENSG00000105819 PMPCB Mi
ENSG00000170615 SLC26A5 AR
ENSG00000189056 RELN AD,AR
ENSG00000091137 SLC26A4 AR
ENSG00000091138 SLC26A3 AR
ENSG00000091140 DLD AR
ENSG00000091136 LAMB1 AR
ENSG00000135241 PNPLA8 AR,Mi
ENSG00000154415 PPP1R3A AD
ENSG00000128573 FOXP2 AD
ENSG00000105974 CAV1 AD
ENSG00000105976 MET AD,AR
ENSG00000001626 CFTR AD,AR
ENSG00000106025 TSPAN12 AD
ENSG00000008311 AASS AR
ENSG00000128610 FEZF1 AR
ENSG00000128519 TAS2R16 Mu
ENSG00000128513 POT1 AD
ENSG00000106331 PAX4 AD
ENSG00000174697 LEP AR
ENSG00000106344 RBM28 AR
ENSG00000106348 IMPDH1 AD
ENSG00000128617 OPN1SW AD
ENSG00000128591 FLNC AD
ENSG00000064419 TNPO3 AD
ENSG00000199158 MIR96 AD
ENSG00000106477 CEP41 AR
ENSG00000172331 BPGM AR
ENSG00000122787 AKR1D1 AR
ENSG00000059377 TBXAS1 AD,AR
ENSG00000157764 BRAF AD
ENSG00000090263 MRPS33 Mi
ENSG00000006530 AGK AR
ENSG00000257138 TAS2R38 AD
ENSG00000204983 PRSS1 AD,AR
ENSG00000275896 None AD
ENSG00000188037 CLCN1 AD,AR
ENSG00000106410 NOBOX AD
ENSG00000196511 TPK1 AR
ENSG00000106462 EZH2 AD
ENSG00000055118 KCNH2 AD
ENSG00000164867 NOS3 AD,Mu
ENSG00000164885 CDK5 AR
ENSG00000106617 PRKAG2 AD
ENSG00000196584 XRCC2 AR
ENSG00000130226 DPP6 AD
ENSG00000164690 SHH AD
ENSG00000105983 LMBR1 AD,AR
ENSG00000130675 MNX1 AD
ENSG00000105993 DNAJB6 AD
ENSG00000126870 WDR60 AR
ENSG00000182372 CLN8 AR
ENSG00000104728 ARHGEF10 AD
ENSG00000147316 MCPH1 AR
ENSG00000183638 RP1L1 AD
ENSG00000136573 BLK AD
ENSG00000136574 GATA4 AD
ENSG00000104723 TUSC3 AR
ENSG00000038945 MSR1 AD
ENSG00000078579 FGF20 AR
ENSG00000155970 MICU3 Mi
ENSG00000155975 VPS37A AR
ENSG00000104763 ASAH1 AR
ENSG00000156006 NAT2 AR
ENSG00000175445 LPL AD,AR
ENSG00000147416 ATP6V1B2 AD
ENSG00000061337 LZTS1 AD
ENSG00000158815 FGF17 AD
ENSG00000168453 HR AD,AR
ENSG00000168484 SFTPC AD
ENSG00000168487 BMP1 AR
ENSG00000104635 SLC39A14 AR
ENSG00000120889 TNFRSF10B AR
ENSG00000277586 None AD,AR
ENSG00000147437 GNRH1 AR
ENSG00000120903 CHRNA2 AD
ENSG00000120915 EPHX2 AD
ENSG00000171320 ESCO2 AR
ENSG00000197265 GTF2E2 AR
ENSG00000165392 WRN AR
ENSG00000129696 TTI2 AR
ENSG00000147475 ERLIN2 AR
ENSG00000147471 PROSC AR
ENSG00000188778 ADRB3 AD,Mu,AR
ENSG00000147465 STAR AR
ENSG00000085788 DDHD2 AR
ENSG00000147548 WHSC1L1 AD
ENSG00000077782 FGFR1 AD,Smo
ENSG00000029534 ANK1 AD
ENSG00000083168 KAT6A AD
ENSG00000104365 IKBKB AR
ENSG00000168575 SLC20A2 AD
ENSG00000131931 THAP1 AD
ENSG00000120925 RNF170 AD
ENSG00000185900 POMK AR
ENSG00000165102 HGSNAT AR
ENSG00000253729 PRKDC AR
ENSG00000104738 MCM4 AR
ENSG00000019549 SNAI2 AD,AR
ENSG00000137547 MRPL15 Mi
ENSG00000164736 SOX17 AD
ENSG00000104237 RP1 AD,AR
ENSG00000104331 IMPAD1 AR
ENSG00000178538 CA8 AR
ENSG00000171316 CHD7 AD
ENSG00000198363 ASPH AR
ENSG00000137561 TTPA AR
ENSG00000172817 CYP7B1 AR
ENSG00000104218 CSPP1 AR
ENSG00000165078 CPA6 AD,AR
ENSG00000104313 EYA1 AD
ENSG00000104321 TRPA1 AD
ENSG00000175606 TMEM70 AR,Mi
ENSG00000104369 JPH1 AD,AR
ENSG00000104381 GDAP1 AD,AR
ENSG00000091656 ZFHX4 AD
ENSG00000164751 PEX2 AR
ENSG00000147586 MRPS28 Mi
ENSG00000133731 IMPA1 AR
ENSG00000104267 CA2 AR
ENSG00000170289 CNGB3 AR
ENSG00000104320 NBN AR
ENSG00000164953 TMEM67 AR
ENSG00000164951 PDP1 AR
ENSG00000156170 NDUFAF6 AR,Mi
ENSG00000156172 C8orf37 AR
ENSG00000156466 GDF6 AD,AR
ENSG00000156467 UQCRB AR,Mi
ENSG00000156471 PTDSS1 AD
ENSG00000104356 POP1 AR
ENSG00000132549 VPS13B AR
ENSG00000104450 SPAG1 AR
ENSG00000083307 GRHL2 AD,AR
ENSG00000048392 RRM2B AD,AR,Mi
ENSG00000164930 FZD6 AR
ENSG00000164933 SLC25A32 AR
ENSG00000147647 DPYS AR
ENSG00000169946 ZFPM2 AD
ENSG00000104447 TRPS1 AD
ENSG00000164754 RAD21 AD
ENSG00000164756 SLC30A8 AD
ENSG00000182197 EXT1 AD,AR
ENSG00000164761 TNFRSF11B AR
ENSG00000064313 TAF2 AR
ENSG00000172172 MRPL13 Mi
ENSG00000147684 NDUFB9 AR,Mi,XLD,XL
ENSG00000164961 KIAA0196 AD,AR
ENSG00000156831 NSMCE2 AR
ENSG00000136997 MYC IC
ENSG00000184156 KCNQ3 AD
ENSG00000129295 LRRC6 AR
ENSG00000042832 TG AR
ENSG00000104419 NDRG1 AR
ENSG00000167632 TRAPPC9 AR
ENSG00000126233 SLURP1 AR
ENSG00000160882 CYP11B1 AD,AR
ENSG00000179142 CYP11B2 AR
ENSG00000277494 None AR
ENSG00000180921 FAM83H AD
ENSG00000179950 PUF60 AD
ENSG00000178209 PLEC AD,AR
ENSG00000178814 OPLAH AD,AR
ENSG00000179091 CYC1 AR,Mi
ENSG00000185000 DGAT1 AR
ENSG00000185803 SLC52A2 AR
ENSG00000147804 SLC39A4 AR
ENSG00000160957 RECQL4 AR
ENSG00000107099 DOCK8 AR
ENSG00000080503 SMARCA2 AD
ENSG00000147852 VLDLR AR
ENSG00000168263 KCNV2 AR
ENSG00000107249 GLIS3 AR
ENSG00000106688 SLC1A1 AR
ENSG00000096968 JAK2 AD,Smu
ENSG00000178445 GLDC AR
ENSG00000107165 TYRP1 AR
ENSG00000107186 MPDZ AR
ENSG00000164946 FREM1 AD,AR
ENSG00000099810 MTAP AD
ENSG00000147889 CDKN2A AD
ENSG00000096872 IFT74 AR
ENSG00000120156 TEK AD
ENSG00000147894 C9orf72 AD
ENSG00000107201 DDX58 AD
ENSG00000137074 APTX AR
ENSG00000086062 B4GALT1 AR
ENSG00000165269 AQP7 AR
ENSG00000122735 DNAI1 AR
ENSG00000147955 SIGMAR1 AR
ENSG00000213930 GALT AR
ENSG00000137070 IL11RA AR
ENSG00000165280 VCP AD
ENSG00000165282 PIGO AR
ENSG00000269900 RMRP AR,Mi
ENSG00000198467 TPM2 AD
ENSG00000070610 GBA2 AR
ENSG00000159899 NPR2 AD,AR
ENSG00000159921 GNE AD,AR
ENSG00000137106 GRHPR AR
ENSG00000107371 EXOSC3 AR
ENSG00000165059 PRKACG AR
ENSG00000165060 FXN AR
ENSG00000119139 TJP2 AR
ENSG00000207935 MIR204 AD
ENSG00000165091 TMC1 AD,AR
ENSG00000119121 TRPM6 AR
